Move Name,Gen,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
shell_side_arm,8,"This move inflicts physical or special damage, whichever will be more effective. This may also poison the target.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
misty_explosion,8,The user attacks everything around it and faints upon using this move. This move's power is increased on Misty Terrain.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
grassy_glide,8,"Gliding on the ground, the user attacks the target. This move always goes first on Grassy Terrain.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
rising_voltage,8,The user attacks with electric voltage rising from the ground. This move's power doubles when the target is on Electric Terrain.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
terrain_pulse,8,The user utilizes the power of the terrain to attack. This move's type and power changes depending on the terrain when it's used.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
skitter_smack,8,The user skitters behind the target to attack. This also lowers the target's Sp. Atk stat.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
burning_jealousy,8,The user attacks with energy from jealousy. This leaves all opposing Pokemon that have had their stats boosted during the turn with a burn.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
lash_out,8,"The user lashes out to vent its frustration toward the target. If its stats were lowered during the turn, the power of this move is doubled.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
poltergeist,8,The user attacks the target by controlling the target's item. The move fails if the target doesn't have an item.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
corrosive_gas,8,The user surrounds everything around it with highly acidic gas and melts away items they hold.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
coaching,8,"The user properly coaches its ally Pokemon, boosting their Attack and Defense stats.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
flip_turn,8,"After making its attack, the user rushes back to switch places with a party Pokemon in waiting.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
triple_axel,8,A consecutive three-kick attack that becomes more powerful with each successful hit.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
dual_wingbeat,8,The user slams the target with its wings. The target is hit twice in a row.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
scorching_sands,8,The user throws scorching sand at the target to attack. This may also leave the target with a burn.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
jungle_healing,8,"The user becomes one with the jungle, restoring HP and healing any status conditions of itself and its ally Pokemon in battle.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
wicked_blow,8,"The user, having mastered the Dark style, strikes the target with a fierce blow. This attack always results in a critical hit.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
surging_strikes,8,"The user, having mastered the Water style, strikes the target with a flowing motion three times in a row. This attack always results in a critical hit.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
thunder_cage,8,The user traps the target in a cage of sparking electricity for four to five turns.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
dragon_energy,8,"Converting its life-force into power, the user attacks opposing Pokemon. The lower the user's HP, the lower the move's power.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
freezing_glare,8,The user shoots its psychic power from its eyes to attack. This may also leave the target frozen.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
fiery_wrath,8,The user transforms its wrath into a fire-like aura to attack. This may also make opposing Pokemon flinch.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
thunderous_kick,8,The user overwhelms the target with lightning-like movement before delivering a kick. This also lowers the target's Defense stat.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
glacial_lance,8,The user attacks by hurling a blizzard-cloaked icicle lance at opposing Pokemon.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
astral_barrage,8,The user attacks by sending a frightful amount of small ghosts at opposing Pokemon.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
eerie_spell,8,The user attacks with its tremendous psychic power. This also removes 3 PP from the target's last move.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
g_max_wildfire,8,A Fire-type attack that Gigantamax Charizard use. This move continues to deal damage to opponents for four turns.,,,,,,,,,,,,,,,,,,,,,,,
g_max_befuddle,8,"A Bug-type attack that Gigantamax Butterfree use. This move inflicts the poisoned, paralyzed, or asleep status condition on opponents.",,,,,,,,,,,,,,,,,,,,,,,
g_max_volt_crash,8,An Electric-type attack that Gigantamax Pikachu use. This move paralyzes opponents.,,,,,,,,,,,,,,,,,,,,,,,
g_max_gold_rush,8,A Normal-type attack that Gigantamax Meowth use. This move confuses opponents and also earns extra money.,,,,,,,,,,,,,,,,,,,,,,,
g_max_chi_strike,8,A Fighting-type attack that Gigantamax Machamp use. This move raises the chance of critical hits.,,,,,,,,,,,,,,,,,,,,,,,
g_max_terror,8,A Ghost-type attack that Gigantamax Gengar use. This Pokemon steps on the opposing Pokemon's shadow to prevent them from escaping.,,,,,,,,,,,,,,,,,,,,,,,
g_max_resonance,8,An Ice-type attack that Gigantamax Lapras use. This move reduces the damage received for five turns.,,,,,,,,,,,,,,,,,,,,,,,
g_max_cuddle,8,A Normal-type attack that Gigantamax Eevee use. This move infatuates opponents.,,,,,,,,,,,,,,,,,,,,,,,
g_max_replenish,8,A Normal-type attack that Gigantamax Snorlax use. This move restores Berries that have been eaten.,,,,,,,,,,,,,,,,,,,,,,,
g_max_malodor,8,A Poison-type attack that Gigantamax Garbodor use. This move poisons opponents.,,,,,,,,,,,,,,,,,,,,,,,
g_max_stonesurge,8,A Water-type attack that Gigantamax Drednaw use. This move scatters sharp rocks around the field.,,,,,,,,,,,,,,,,,,,,,,,
g_max_wind_rage,8,A Flying-type attack that Gigantamax Corviknight use. This move removes the effects of moves like Reflect and Light Screen.,,,,,,,,,,,,,,,,,,,,,,,
g_max_stun_shock,8,An Electric-type attack that Gigantamax Toxtricity use. This move poisons or paralyzes opponents.,,,,,,,,,,,,,,,,,,,,,,,
g_max_finale,8,A Fairy-type attack that Gigantamax Alcremie use. This move heals the HP of allies.,,,,,,,,,,,,,,,,,,,,,,,
g_max_depletion,8,A Dragon-type attack that Gigantamax Duraludon use. Reduces the PP of the last move used.,,,,,,,,,,,,,,,,,,,,,,,
g_max_gravitas,8,A Psychic-type attack that Gigantamax Orbeetle use. This move changes gravity for five turns.,,,,,,,,,,,,,,,,,,,,,,,
g_max_volcalith,8,A Rock-type attack that Gigantamax Coalossal use. This move continues to deal damage to opponents for four turns.,,,,,,,,,,,,,,,,,,,,,,,
g_max_sandblast,8,A Ground-type attack that Gigantamax Sandaconda use. Opponents are trapped in a raging sandstorm for four to five turns.,,,,,,,,,,,,,,,,,,,,,,,
g_max_snooze,8,A Dark-type attack that Gigantamax Grimmsnarl use. The user lets loose a huge yawn that lulls the targets into falling asleep on the next turn.,,,,,,,,,,,,,,,,,,,,,,,
g_max_tartness,8,A Grass-type attack that Gigantamax Flapple use. This move reduces the opponents' evasiveness.,,,,,,,,,,,,,,,,,,,,,,,
g_max_sweetness,8,A Grass-type attack that Gigantamax Appletun use. This move heals the status conditions of allies.,,,,,,,,,,,,,,,,,,,,,,,
g_max_smite,8,A Fairy-type attack that Gigantamax Hatterene use. This move confuses opponents.,,,,,,,,,,,,,,,,,,,,,,,
g_max_steelsurge,8,A Steel-type attack that Gigantamax Copperajah use. This move scatters sharp spikes around the field.,,,,,,,,,,,,,,,,,,,,,,,
g_max_meltdown,8,A Steel-type attack that Gigantamax Melmetal use. This move makes opponents incapable of using the same move twice in a row.,,,,,,,,,,,,,,,,,,,,,,,
g_max_foam_burst,8,A Water-type attack that Gigantamax Kingler use. This move harshly lowers the Speed of opponents.,,,,,,,,,,,,,,,,,,,,,,,
g_max_centiferno,8,A Fire-type attack that Gigantamax Centiskorch use. This move traps opponents in flames for four to five turns.,,,,,,,,,,,,,,,,,,,,,,,
g_max_vine_lash,8,A Grass-type attack that Gigantamax Venusaur use. This move continues to deal damage to opponents for four turns.,,,,,,,,,,,,,,,,,,,,,,,
